DEPART_NORMAL__HDDS_FROM_XN__BASE_OF_65_F,COLDEST_WIND_CHILL__F,NORMAL_GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,DEPART_NORMAL__EDDS_FROM_XN__BASE_OF_65_F,COLDEST_WINDCHILL_TEMP__F,MINIMUM_FEELS_LIKE_TEMP__F,AVG_HEAT_INDEX_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_ALL_HOURS__F,LOWEST_WET_BULB_TEMP__F,NORMAL_AVG_DAILY_WET_BULB_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_ALL_HOURS__F
3.4,44.1,4.5,3.6,43.5,43.5,51.1,51.4,42.6,47.1,51.4
9.9,36.0,4.5,10.3,36.0,36.0,45.0,45.0,35.6,47.1,45.0
4.0,39.0,4.0,4.1,38.7,38.7,47.1,47.5,38.1,46.8,47.5
5.4,34.0,4.0,5.4,29.5,29.5,47.5,47.5,33.6,46.6,47.5
0.9,36.0,3.4,0.9,36.0,36.0,51.3,51.4,35.6,46.4,51.4
-0.5,37.0,3.4,-0.5,37.0,37.0,49.6,50.0,37.0,46.4,50.0
-5.4,36.0,2.5,-5.6,36.0,36.0,54.7,55.0,34.9,46.0,55.0
-5.0,35.1,2.5,-5.0,35.1,35.1,55.0,55.4,33.4,46.0,55.4
-4.5,39.9,2.0,-4.7,39.9,39.9,54.0,54.1,38.3,45.7,54.1
-2.2,37.0,1.4,-2.2,37.0,37.0,55.8,55.2,35.4,45.5,55.2
-8.1,48.9,1.4,-8.5,47.1,47.1,55.2,55.4,48.4,45.3,55.4
-0.9,42.1,1.1,-0.9,42.1,42.1,51.4,51.8,41.5,45.1,51.8
0.0,41.0,1.1,0.0,41.0,41.0,48.6,48.9,40.5,45.0,48.9
-2.0,37.0,0.5,-2.0,36.3,36.3,49.1,49.1,37.0,44.8,49.1
2.0,42.1,0.5,2.2,42.1,42.1,48.6,48.7,40.3,44.6,48.7
7.6,32.0,0.0,7.6,32.0,32.0,41.5,41.7,32.0,44.2,41.7
6.5,28.9,0.0,6.5,28.9,28.9,40.1,40.3,28.6,44.1,40.3
11.5,32.0,0.0,11.7,28.4,28.4,39.6,39.4,31.6,43.7,39.4
0.5,39.9,0.0,0.5,39.9,39.9,45.9,46.0,39.6,43.5,46.0
2.2,39.9,0.0,2.2,38.8,38.8,45.7,45.7,39.0,43.3,45.7
-2.2,44.1,0.0,-2.3,42.3,42.3,48.7,48.7,43.5,43.2,48.7
-3.2,45.0,0.0,-3.2,41.7,41.7,49.3,49.5,43.7,43.0,49.5
2.0,39.0,0.0,2.2,35.6,35.6,45.0,45.3,38.1,42.8,45.3
5.0,39.0,0.0,5.2,36.3,36.3,42.3,42.3,38.1,42.8,42.3
1.4,41.0,0.0,1.4,36.3,36.3,43.3,43.5,39.7,42.3,43.5
2.0,39.0,0.0,2.0,38.8,38.8,43.9,43.9,38.7,42.1,43.9
5.0,37.0,0.0,5.0,35.2,35.2,40.3,40.3,36.5,41.5,40.3
4.0,39.9,0.0,4.0,34.5,34.5,41.9,42.1,39.0,41.5,42.1
4.5,34.0,0.0,4.5,30.7,30.7,40.5,40.6,32.7,41.2,40.6
3.1,36.0,0.0,3.2,30.9,30.9,40.3,40.3,35.8,41.2,40.3
0.4,37.0,0.0,0.4,32.2,32.2,43.2,43.3,36.3,41.0,43.3
0.4,37.0,0.0,0.4,37.0,37.0,44.1,43.9,36.5,40.8,43.9
-4.9,43.0,0.0,-4.9,43.0,43.0,48.7,48.9,42.6,40.6,48.9
-2.5,44.1,0.0,-2.7,41.2,41.2,46.9,46.9,43.2,40.5,46.9
-4.3,41.0,0.0,-4.5,40.1,40.1,46.8,47.1,41.0,40.3,47.1
1.4,33.1,0.0,1.4,33.1,33.1,42.4,42.6,32.7,39.9,42.6
5.0,35.1,0.0,5.2,32.2,32.2,39.0,39.0,34.7,39.9,39.0
-3.4,39.9,0.0,-3.6,37.6,37.6,46.4,46.0,39.0,39.9,46.0
-5.9,43.0,0.0,-6.5,40.6,40.6,48.4,48.7,42.1,39.6,48.7
-4.0,41.0,0.0,-4.1,36.3,36.3,46.8,46.6,40.1,39.6,46.6
-5.9,42.1,0.0,-6.7,37.6,37.6,48.7,48.9,40.6,39.6,48.9
-2.5,37.9,0.0,-2.5,34.0,34.0,46.0,45.9,37.6,39.0,45.9
-14.4,52.0,0.0,-17.1,46.8,46.8,55.8,55.8,44.6,38.8,55.8
-6.5,42.1,0.0,-6.8,42.1,42.1,47.5,47.7,41.5,38.8,47.7
-4.5,42.1,0.0,-4.7,38.7,38.7,44.4,44.6,40.6,38.7,44.6
0.5,37.9,0.0,0.5,34.0,34.0,40.8,41.0,37.0,38.7,41.0
-0.9,37.9,0.0,-0.9,32.0,32.0,41.4,41.4,37.0,38.7,41.4
-3.4,39.0,0.0,-3.6,35.2,35.2,44.6,44.8,38.1,38.7,44.8
-1.1,33.1,0.0,-1.3,31.6,31.6,43.9,43.5,32.7,38.5,43.5
-5.4,39.9,0.0,-5.9,37.0,37.0,47.8,48.0,38.7,38.3,48.0
4.5,30.0,0.0,4.7,24.8,24.8,37.4,37.8,29.3,37.9,37.8
5.4,28.0,0.0,5.6,21.7,21.7,34.2,34.5,27.3,37.9,34.5
9.5,26.1,0.0,9.9,19.2,19.2,30.4,30.4,25.3,37.8,30.4
4.9,30.9,0.0,4.9,25.9,25.9,34.3,34.3,30.6,37.8,34.3
4.0,32.0,0.0,4.1,27.1,27.1,36.0,36.0,31.6,37.4,36.0
1.4,30.9,0.0,1.4,28.6,28.6,37.6,37.8,30.6,37.2,37.8
1.1,30.9,0.0,1.1,30.9,30.9,36.7,36.7,30.6,37.0,36.7
-0.5,34.0,0.0,-0.5,32.2,32.2,40.1,40.3,33.6,37.0,40.3
-1.1,37.0,0.0,-1.3,32.2,32.2,41.2,41.2,36.5,36.9,41.2
-9.0,39.9,0.0,-9.5,36.9,36.9,48.4,48.2,39.6,36.7,48.2
-7.9,39.9,0.0,-8.3,36.3,36.3,45.1,45.3,39.6,36.3,45.3
0.0,30.9,0.0,0.0,25.9,25.9,39.0,39.4,30.6,36.1,39.4
7.6,30.0,0.0,7.7,24.8,24.8,32.5,32.5,29.7,36.0,32.5
6.5,30.9,0.0,6.5,30.9,30.9,32.9,32.9,30.9,35.8,32.9
7.2,30.9,0.0,7.2,26.2,26.2,32.4,32.4,30.9,35.6,32.4
6.1,30.9,0.0,6.1,26.2,26.2,32.5,32.5,30.6,35.4,32.5
9.0,23.0,0.0,9.2,23.0,23.0,30.2,30.4,23.0,35.4,30.4
21.1,7.0,0.0,22.1,-3.6,-3.6,21.4,22.1,6.6,35.2,22.1
25.0,7.0,0.0,25.0,-3.6,-3.6,13.5,13.6,6.3,35.1,13.6
24.1,7.0,0.0,24.3,1.2,1.2,14.9,14.9,6.6,35.1,14.9
21.1,7.0,0.0,21.4,2.8,2.8,18.1,18.1,6.4,35.2,18.1
14.4,16.0,0.0,14.6,16.0,16.0,26.8,26.6,14.5,35.1,26.6
7.6,28.9,0.0,7.7,28.9,28.9,32.4,32.4,27.9,35.1,32.4
-2.0,33.1,0.0,-2.0,28.4,28.4,39.4,39.4,32.7,35.1,39.4
-5.0,37.0,0.0,-5.2,34.5,34.5,41.2,40.6,37.0,35.1,40.6
-7.0,42.1,0.0,-7.2,40.6,40.6,45.9,45.9,41.5,35.2,45.9
-4.3,39.9,0.0,-4.5,36.9,36.9,43.0,43.2,39.6,35.2,43.2
-2.5,37.9,0.0,-2.5,37.9,37.9,41.4,41.5,37.0,35.4,41.5
-2.0,35.1,0.0,-2.0,35.1,35.1,41.5,41.7,34.3,35.4,41.7
2.0,30.0,0.0,2.2,28.4,28.4,36.3,36.7,29.3,35.8,36.7
8.3,30.0,0.0,8.3,30.0,30.0,31.3,31.3,29.3,35.8,31.3
2.9,28.0,0.0,2.9,28.0,28.0,32.7,32.9,27.0,36.0,32.9
7.4,23.0,0.0,7.4,23.0,23.0,31.3,31.3,22.3,36.1,31.3
3.4,25.0,0.0,3.4,25.0,25.0,32.7,32.9,24.3,36.1,32.9
5.8,25.0,0.0,5.8,25.0,25.0,31.8,31.6,24.3,36.3,31.6
0.9,27.0,0.0,0.9,27.0,27.0,36.7,37.2,26.2,36.9,37.2
6.5,24.1,0.0,6.7,24.1,24.1,31.3,31.5,23.4,37.2,31.5
5.9,25.0,0.0,6.1,21.6,21.6,31.3,31.3,24.3,37.2,31.3
5.0,23.0,0.0,5.0,23.0,23.0,32.9,33.1,22.1,37.2,33.1
-0.4,28.0,0.0,-0.4,22.5,22.5,39.9,39.7,27.0,37.2,39.7
-4.5,41.0,0.0,-4.5,38.8,38.8,44.6,44.8,40.5,37.2,44.8
-2.5,37.0,0.0,-2.7,32.2,32.2,41.5,41.7,36.1,37.2,41.7
1.4,37.0,0.0,1.4,33.3,33.3,42.1,41.9,36.1,37.4,41.9
-1.6,41.0,0.0,-1.6,36.3,36.3,44.2,44.2,41.0,37.2,44.2
-3.6,39.0,0.0,-3.8,34.5,34.5,44.2,44.4,37.4,37.2,44.4
-2.2,39.9,0.0,-2.3,35.6,35.6,43.2,43.3,39.0,37.0,43.3
-0.7,36.0,0.0,-0.7,30.2,30.2,42.4,42.6,35.6,36.9,42.6
0.5,36.0,0.0,0.5,33.1,33.1,41.0,41.2,35.6,37.0,41.2
0.0,37.0,0.0,0.0,32.7,32.7,40.5,40.5,36.5,36.9,40.5
-0.9,37.9,0.0,-1.1,31.6,31.6,41.9,42.1,37.0,36.9,42.1
2.5,35.1,0.0,2.7,32.2,32.2,38.7,38.7,34.7,36.7,38.7
6.1,32.0,0.0,6.3,28.4,28.4,35.6,35.8,31.3,36.7,35.8
8.1,27.0,0.0,8.1,21.2,21.2,33.4,33.8,26.2,36.7,33.8
10.1,27.0,0.0,10.3,21.2,21.2,31.1,30.9,26.6,36.9,30.9
5.4,30.0,0.0,5.6,24.8,24.8,36.0,36.1,29.3,36.9,36.1
7.6,27.0,0.0,7.7,27.0,27.0,35.2,35.2,26.2,36.9,35.2
1.1,34.0,0.0,1.1,30.9,30.9,40.5,40.6,33.3,36.9,40.6
0.5,27.0,0.0,0.5,27.0,27.0,42.8,43.2,26.2,37.0,43.2
0.9,28.9,0.0,1.1,25.9,25.9,41.4,41.5,27.3,37.0,41.5
5.0,28.9,0.0,5.2,28.9,28.9,39.6,39.9,27.9,37.0,39.9
8.5,24.1,0.0,8.6,21.6,21.6,33.6,33.4,23.4,37.2,33.4
4.9,34.0,0.0,5.0,29.1,29.1,37.6,37.4,32.5,37.2,37.4
1.1,37.0,0.0,1.1,33.1,33.1,41.4,41.4,36.1,37.4,41.4
2.9,32.0,0.0,3.1,25.5,25.5,39.6,39.9,31.3,37.6,39.9
7.0,28.0,0.0,7.4,21.6,21.6,35.6,35.2,27.3,37.8,35.2
-2.5,42.1,0.0,-2.9,31.3,31.3,45.3,45.3,39.0,37.9,45.3
4.7,30.9,0.0,5.2,25.0,25.0,40.5,40.8,30.6,38.1,40.8
9.0,30.0,0.0,9.2,24.8,24.8,34.3,34.5,30.0,38.5,34.5
9.4,30.9,0.0,9.7,24.3,24.3,33.4,33.6,29.8,38.7,33.6
7.4,30.0,0.0,7.6,23.0,23.0,34.3,34.5,28.9,38.7,34.5
8.3,26.1,0.0,8.6,20.1,20.1,35.8,35.8,25.7,38.8,35.8
-1.1,32.0,0.0,-1.3,26.2,26.2,45.7,45.5,31.3,38.8,45.5
-0.4,41.0,0.0,-0.4,36.9,36.9,43.7,43.9,36.9,39.2,43.9
0.5,36.0,0.0,0.5,34.5,34.5,43.3,43.7,34.9,39.4,43.7
3.6,30.0,0.0,3.8,30.0,30.0,39.4,39.4,30.0,39.4,39.4
1.6,37.0,0.0,1.8,34.0,34.0,43.0,43.0,37.0,39.6,43.0
0.9,37.0,0.0,0.9,32.0,32.0,44.6,44.8,36.5,39.9,44.8
0.5,39.9,0.0,0.7,33.6,33.6,43.7,43.7,38.3,39.9,43.7
3.1,34.0,0.0,3.2,30.9,30.9,41.7,42.1,33.4,39.9,42.1
3.1,33.1,0.0,3.4,28.4,28.4,41.5,41.7,32.2,39.9,41.7
3.4,36.0,0.0,3.6,34.0,34.0,41.7,41.9,35.2,40.1,41.9
0.5,37.0,0.0,0.5,34.0,34.0,45.0,45.0,36.5,40.3,45.0
-5.4,43.0,0.0,-5.8,39.9,39.9,50.4,50.2,42.1,40.3,50.2
-2.9,39.9,0.0,-3.1,35.6,35.6,50.9,51.3,38.7,40.1,51.3
4.5,34.0,0.0,4.7,30.2,30.2,40.1,40.3,33.3,40.1,40.3
10.1,32.0,0.0,10.3,31.6,31.6,36.7,36.7,31.3,40.1,36.7
0.4,36.0,0.0,0.5,36.0,36.0,45.9,45.7,36.0,40.3,45.7
-2.2,32.0,0.0,-2.3,24.3,24.3,47.8,48.6,31.6,40.3,48.6
11.9,30.9,0.0,12.8,22.5,22.5,32.7,32.7,30.6,40.5,32.7
5.4,28.9,0.0,6.3,16.0,16.0,36.3,36.5,28.6,40.3,36.5
15.1,28.9,0.0,15.1,28.9,28.9,30.4,30.4,28.2,40.5,30.4
18.5,23.0,0.0,19.1,15.4,15.4,27.9,28.0,21.7,40.6,28.0
19.6,21.9,0.0,20.7,13.8,13.8,27.1,27.1,21.0,40.8,27.1
17.5,25.0,0.0,18.7,15.6,15.6,29.3,29.3,23.9,41.0,29.3
15.5,25.0,0.0,16.6,16.9,16.9,30.4,30.4,25.0,41.0,30.4
18.9,27.0,0.0,20.9,14.7,14.7,29.3,29.5,25.9,41.2,29.5
21.1,24.1,0.0,21.1,24.1,24.1,26.6,26.6,23.4,41.2,26.6
16.0,25.0,0.0,16.7,25.0,25.0,31.5,31.5,23.7,41.2,31.5
11.0,30.0,0.0,11.5,24.8,24.8,36.7,36.9,27.3,41.2,36.9
12.1,34.0,0.0,14.0,24.1,24.1,36.3,36.3,31.6,41.2,36.3
8.1,33.1,0.0,9.2,23.2,23.2,38.5,38.7,33.1,41.4,38.7
16.0,30.0,0.0,17.1,23.0,23.0,32.9,32.7,30.0,41.5,32.7
13.1,30.9,0.0,14.0,24.3,24.3,34.5,34.5,30.6,41.5,34.5
10.6,30.0,0.0,11.2,21.7,21.7,37.0,37.0,30.0,41.5,37.0
7.9,33.1,0.0,8.5,23.0,23.0,40.1,40.1,30.7,41.7,40.1
2.7,37.9,0.0,3.1,29.8,29.8,46.2,46.0,34.7,42.1,46.0
-2.5,43.0,0.0,-2.7,37.0,37.0,50.7,51.1,38.8,42.1,51.1
11.2,34.0,0.0,11.9,24.4,24.4,38.5,38.7,33.3,42.3,38.7
8.6,34.0,0.0,9.7,24.4,24.4,38.3,38.5,33.3,42.3,38.5
10.1,32.0,0.0,11.2,23.4,23.4,36.5,36.7,31.3,42.3,36.7
9.5,30.9,0.0,10.6,21.0,21.0,38.7,38.8,30.9,42.4,38.8
13.0,33.1,0.0,14.2,24.1,24.1,36.3,36.3,33.1,42.4,36.3
15.1,30.9,0.0,16.6,21.0,21.0,35.2,35.4,28.2,42.4,35.4
14.4,27.0,0.0,15.3,18.7,18.7,31.1,31.3,27.0,42.4,31.3
18.0,26.1,0.0,19.4,13.6,13.6,28.9,29.1,24.6,42.4,29.1
18.4,26.1,0.0,22.0,14.9,14.9,31.1,30.9,25.7,42.4,30.9
21.1,27.0,1.1,23.6,15.6,15.6,30.0,30.2,26.2,42.8,30.2
21.1,26.1,1.1,23.2,15.3,15.3,27.9,27.7,25.3,43.0,27.7
20.2,27.0,1.1,21.1,16.5,16.5,29.5,29.7,26.2,43.0,29.7
19.6,27.0,1.1,21.8,15.6,15.6,30.7,30.7,26.2,43.0,30.7
14.0,27.0,1.1,15.1,18.7,18.7,34.2,34.5,26.2,43.2,34.5
24.8,24.1,1.4,26.3,14.5,14.5,26.2,26.2,23.7,43.5,26.2
20.9,26.1,1.4,22.1,12.9,12.9,28.2,28.2,25.3,43.5,28.2
20.0,27.0,1.4,22.0,15.6,15.6,30.6,30.6,26.2,43.5,30.6
14.9,30.0,1.4,16.4,19.9,19.9,34.9,34.7,30.0,43.7,34.7
11.9,30.0,1.4,13.0,19.8,19.8,36.9,37.2,29.7,43.9,37.2
25.0,24.1,2.0,26.3,17.8,17.8,27.3,27.3,23.4,44.2,27.3
24.5,24.1,2.5,26.8,15.1,15.1,27.5,27.5,23.4,44.4,27.5
20.9,28.0,2.5,23.8,15.6,15.6,31.8,31.8,27.3,44.6,31.8
7.6,34.0,2.5,8.3,23.7,23.7,45.3,45.3,32.5,44.6,45.3
5.4,37.0,2.5,5.8,28.0,28.0,46.2,46.6,37.0,44.6,46.6
7.6,35.1,2.5,8.3,27.7,27.7,43.2,43.2,33.6,44.6,43.2
0.9,39.0,2.9,1.1,31.6,31.6,52.3,52.5,34.5,44.8,52.5
-6.5,48.0,2.9,-7.6,40.8,40.8,59.7,59.7,35.8,45.0,59.7
-10.6,55.0,2.9,-11.7,50.2,50.2,61.2,61.5,39.9,45.0,61.5
-5.6,48.9,3.4,-5.9,45.9,45.9,57.0,57.4,43.9,45.3,57.4
2.0,44.1,3.4,2.0,41.5,41.5,50.2,50.5,41.2,45.3,50.5
7.0,39.9,3.4,7.2,35.6,35.6,45.0,45.3,36.5,45.3,45.3
11.9,34.0,4.0,12.8,26.2,26.2,40.1,40.5,33.3,45.5,40.5
16.6,32.0,4.0,17.3,24.8,24.8,36.1,36.3,31.6,45.5,36.3
18.4,28.0,4.0,20.7,16.9,16.9,34.9,34.9,27.7,45.7,34.9
6.8,35.1,4.0,7.7,25.5,25.5,47.1,47.1,34.7,45.9,47.1
-4.7,48.9,4.0,-4.9,43.7,43.7,56.1,56.3,39.2,45.9,56.3
6.1,37.0,4.0,6.5,31.6,31.6,48.0,48.6,36.5,46.0,48.6
17.6,28.9,5.0,18.7,20.3,20.3,36.3,36.5,27.5,46.6,36.5
21.1,27.0,5.0,22.0,19.9,19.9,30.7,30.7,26.2,46.6,30.7
23.0,26.1,5.0,25.0,17.8,17.8,31.5,31.3,26.1,46.6,31.3
11.9,33.1,5.0,13.5,23.0,23.0,41.5,41.5,32.7,46.6,41.5
4.0,41.0,5.0,4.3,32.5,32.5,49.8,49.8,38.1,46.6,49.8
14.4,33.1,5.4,15.3,23.0,23.0,41.5,41.9,32.7,46.9,41.9
20.0,30.9,5.4,22.9,19.6,19.6,34.7,34.7,30.9,46.9,34.7
20.5,30.0,6.1,22.0,24.3,24.3,34.2,34.3,30.0,47.3,34.3
18.7,30.0,6.1,19.4,24.8,24.8,34.3,34.5,30.0,47.1,34.5
8.6,32.0,6.1,9.2,24.3,24.3,49.1,49.1,31.3,47.1,49.1
12.6,30.0,6.5,14.0,22.5,22.5,43.5,44.1,28.9,47.3,44.1
20.0,28.0,6.5,21.2,18.5,18.5,32.7,32.9,26.2,47.3,32.9
21.4,26.1,6.5,23.0,14.9,14.9,31.8,32.0,25.3,47.5,32.0
20.5,26.1,6.5,22.1,14.4,14.4,35.4,35.4,25.3,47.7,35.4
18.4,34.0,6.5,19.6,27.3,27.3,38.3,38.1,30.7,47.7,38.1
11.5,39.9,7.6,12.4,32.7,32.7,45.0,45.0,39.6,48.2,45.0
18.5,30.0,7.6,20.0,20.3,20.3,38.3,38.7,29.7,48.2,38.7
20.2,30.0,7.6,21.1,23.0,23.0,34.2,34.3,29.7,48.2,34.3
20.2,30.9,7.6,21.4,22.5,22.5,34.0,34.2,30.6,48.4,34.2
17.6,30.0,7.6,18.7,21.2,21.2,38.3,38.3,30.0,48.6,38.3
11.0,37.0,7.9,11.7,30.9,30.9,46.0,46.0,34.3,48.9,46.0
12.6,41.0,8.6,14.6,32.9,32.9,45.5,45.5,38.1,49.5,45.5
11.7,39.0,8.6,12.4,31.6,31.6,45.0,45.1,39.0,49.5,45.1
11.2,37.9,8.6,11.9,31.1,31.1,44.6,44.8,37.9,49.5,44.8
15.5,37.0,9.0,16.9,30.0,30.0,41.0,41.2,37.0,49.6,41.2
10.1,36.0,9.0,10.8,30.2,30.2,49.5,49.5,36.0,49.8,49.5
0.0,46.9,9.0,0.0,39.9,39.9,59.9,59.7,42.4,50.0,59.7
-5.6,57.9,9.4,-6.1,55.0,55.0,70.0,70.0,46.9,50.4,70.0
-1.4,50.0,10.1,-1.6,45.0,45.0,63.7,63.9,46.2,50.5,63.9
11.2,43.0,10.1,12.8,34.9,34.9,47.5,47.7,42.6,50.5,47.7
1.1,45.0,10.1,1.3,39.7,39.7,58.8,58.8,43.7,50.7,58.8
0.0,46.9,10.1,0.0,40.6,40.6,57.6,58.1,45.0,50.7,58.1
7.9,41.0,10.4,9.2,33.4,33.4,50.0,50.4,39.7,51.1,50.4
11.0,39.9,11.0,12.6,31.1,31.1,48.2,48.4,39.6,51.4,48.4
9.0,41.0,11.0,10.3,33.4,33.4,51.8,51.8,39.7,51.6,51.8
1.4,48.0,11.0,1.6,42.6,42.6,56.8,57.2,41.7,51.6,57.2
16.0,32.0,11.5,17.3,24.3,24.3,45.5,46.0,31.6,51.8,46.0
20.5,30.9,11.5,22.1,25.9,25.9,38.8,38.8,30.6,51.8,38.8
16.4,35.1,11.9,17.8,27.3,27.3,43.7,43.9,35.1,52.2,43.9
11.5,39.0,12.6,12.2,31.6,31.6,51.6,51.6,38.1,52.5,51.6
14.0,35.1,12.6,14.9,26.6,26.6,48.2,48.7,33.8,52.5,48.7
20.2,33.1,12.6,21.2,26.8,26.8,39.4,39.6,32.0,52.5,39.6
20.5,33.1,12.6,21.6,26.2,26.2,38.7,38.8,31.1,52.5,38.8
20.0,33.1,13.5,21.4,25.5,25.5,42.4,42.6,32.7,52.9,42.6
14.6,37.0,13.5,15.7,28.8,28.8,48.6,48.7,36.5,52.9,48.7
9.0,43.0,13.5,9.5,36.3,36.3,53.6,53.8,40.1,52.9,53.8
1.1,51.1,14.0,1.3,47.7,47.7,61.3,61.5,44.6,53.1,61.5
0.5,55.0,14.0,0.7,52.3,52.3,61.5,61.7,45.5,53.2,61.7
-0.5,54.0,14.4,-0.5,52.3,52.3,63.7,63.7,45.1,53.4,63.7
0.0,55.9,14.9,0.0,53.4,53.4,65.5,65.5,52.9,53.6,65.5
7.9,46.9,14.9,8.6,41.4,41.4,55.2,55.6,46.9,53.6,55.6
6.3,46.0,14.9,6.8,40.1,40.1,57.9,57.9,45.5,53.8,57.9
4.0,48.0,15.5,4.1,44.4,44.4,58.3,58.6,48.0,54.1,58.6
8.8,43.0,16.0,9.5,38.7,38.7,54.0,54.3,42.6,54.3,54.3
9.9,45.0,16.0,10.8,40.1,40.1,51.6,51.6,45.0,54.3,51.6
7.4,46.9,16.6,7.7,42.6,42.6,55.2,55.6,45.3,54.7,55.6
11.0,46.0,16.6,11.7,42.4,42.4,52.0,52.2,45.5,54.7,52.2
5.6,46.9,16.6,6.1,40.6,40.6,57.4,57.6,46.6,54.9,57.6
0.0,53.1,17.6,0.0,49.1,49.1,63.9,64.2,47.5,55.2,64.2
14.6,37.0,17.6,15.7,30.2,30.2,50.7,51.3,37.0,55.4,51.3
16.9,37.0,17.6,18.4,29.1,29.1,46.8,46.9,36.1,55.4,46.9
16.4,39.0,18.0,18.0,32.4,32.4,45.9,46.0,38.5,55.6,46.0
12.4,39.0,18.0,13.7,31.3,31.3,51.4,51.6,38.5,55.6,51.6
2.0,48.9,18.0,2.2,45.1,45.1,62.2,62.2,45.1,55.6,62.2
0.0,55.0,19.1,0.0,51.8,51.8,66.4,66.2,48.6,55.9,66.2
2.3,48.0,19.1,2.5,42.4,42.4,62.1,62.4,47.1,56.1,62.4
9.9,41.0,19.1,11.0,33.1,33.1,52.9,53.2,40.5,56.1,53.2
17.5,37.9,19.4,18.9,30.2,30.2,45.0,45.3,37.0,56.3,45.3
19.4,37.0,19.4,20.9,29.1,29.1,43.5,43.7,36.5,56.3,43.7
14.4,39.9,19.4,15.3,35.6,35.6,49.3,49.3,39.0,56.5,49.3
2.0,48.9,20.5,2.2,45.5,45.5,62.6,62.6,44.8,56.8,62.6
11.0,44.1,20.5,11.9,40.1,40.1,55.4,55.9,42.6,57.0,55.9
10.4,42.1,20.5,11.2,38.3,38.3,53.6,53.6,41.5,57.2,53.6
0.0,54.0,20.5,0.0,50.4,50.4,66.4,66.2,45.0,57.2,66.2
0.0,61.0,21.1,0.0,60.4,60.4,71.8,72.0,51.8,57.6,72.0
0.0,57.9,21.1,0.0,54.7,54.7,68.7,68.9,52.3,57.6,68.9
0.0,57.9,21.1,0.0,54.7,54.7,68.2,68.2,52.0,57.7,68.2
0.0,60.1,21.1,0.0,58.6,58.6,69.6,70.0,51.4,57.9,70.0
0.0,54.0,21.1,0.0,50.2,50.2,66.2,66.7,49.5,58.1,66.7
6.5,48.0,21.6,7.2,41.4,41.4,57.2,57.6,44.2,58.3,57.6
3.1,48.0,21.6,3.2,42.6,42.6,60.4,60.6,44.2,58.6,60.6
7.0,43.0,22.0,7.4,37.4,37.4,57.2,57.7,42.6,58.8,57.7
12.1,41.0,22.0,13.1,33.8,33.8,51.4,51.4,41.0,59.2,51.4
1.4,50.0,22.0,1.6,46.4,46.4,63.1,63.3,45.0,59.2,63.3
0.0,57.0,22.0,0.0,56.3,56.3,66.4,66.6,49.6,59.4,66.6
1.4,54.0,22.0,1.4,52.7,52.7,62.2,62.4,50.9,59.4,62.4
1.4,51.1,22.0,1.4,50.5,50.5,61.7,61.7,48.2,59.5,61.7
0.0,59.0,22.0,0.0,59.0,59.0,67.3,67.1,52.3,59.7,67.1
1.4,48.9,22.0,1.4,42.6,42.6,65.1,65.3,46.9,59.9,65.3
9.0,45.0,22.0,9.9,38.8,38.8,53.1,53.2,44.6,59.9,53.2
4.5,48.0,22.0,4.9,43.9,43.9,61.3,61.2,47.5,59.9,61.2
0.0,61.0,22.0,0.0,60.8,60.8,69.6,69.4,51.4,59.7,69.4
0.0,62.1,22.0,0.0,62.1,62.1,70.3,70.2,53.2,59.5,70.2
0.0,62.1,22.0,0.0,61.2,61.2,69.8,69.6,52.7,59.4,69.6
0.0,60.1,21.6,0.0,58.5,58.5,68.0,68.0,48.2,59.2,68.0
0.0,57.9,21.6,0.0,55.4,55.4,67.8,68.0,48.7,59.2,68.0
0.0,57.9,21.6,0.0,55.9,55.9,66.7,66.9,46.4,59.0,66.9
0.0,57.0,21.6,0.0,56.5,56.5,66.0,66.0,45.9,58.8,66.0
0.0,57.0,21.6,0.0,54.3,54.3,66.2,66.6,51.8,58.8,66.6
0.0,55.9,21.6,0.0,52.7,52.7,65.5,65.5,52.3,58.6,65.5
2.0,52.0,21.6,2.2,47.7,47.7,61.3,61.2,52.0,58.6,61.2
5.9,50.0,21.6,6.5,46.0,46.0,55.2,55.4,49.5,58.6,55.4
12.1,50.0,21.6,13.0,45.5,45.5,52.5,52.5,49.5,58.6,52.5
14.6,48.9,21.6,16.2,43.7,43.7,49.8,49.8,48.4,58.6,49.8
5.6,48.9,21.1,5.9,45.5,45.5,57.4,57.6,48.0,58.5,57.6
0.0,54.0,20.5,0.0,50.2,50.2,68.5,68.0,52.5,58.3,68.0
0.0,55.0,20.5,0.0,53.2,53.2,63.9,64.0,54.9,58.3,64.0
7.4,50.0,20.5,7.7,47.7,47.7,55.8,56.1,50.0,58.1,56.1
7.0,50.0,20.5,7.6,45.0,45.0,55.6,55.9,49.5,58.1,55.9
12.4,45.0,20.5,13.3,41.2,41.2,51.3,51.4,45.0,58.1,51.4
12.4,44.1,20.5,13.3,40.1,40.1,50.2,50.2,44.1,57.7,50.2
5.9,46.9,20.5,6.3,43.5,43.5,58.5,58.5,45.1,57.6,58.5
0.0,57.0,19.4,0.0,55.9,55.9,67.8,67.8,49.6,57.2,67.8
0.0,61.0,19.4,0.0,59.7,59.7,69.8,69.4,53.2,57.0,69.4
